code,city,country,name,latitude,longitude
GTE,Groote Eylandt,Australia,Groote Eylandt Airport,-13.975,136.46
SLH,Sola,Vanuatu,Sola Airport,-13.8517,167.537
FGI,Apia,Western Samoa,Fagali\\'i,-13.84861111,-171.7408333
APW,Apia,Western Samoa,Faleolo Intl,-13.829969,-172.008336
LLW,Lilongwe,Malawi,Kamuzu Intl,-13.789378,33.781
CUQ,Coen,Australia,Coen Airport,-13.7608,143.114
PIO,Pisco,Peru,Pisco Intl,-13.744864,-76.220284
MXS,Maota,Western Samoa,Maota Airport,-13.733,-172.3
ANS,Andahuaylas,Peru,Andahuaylas,-13.706408,-73.350378
MTV,Mota Lava,Vanuatu,Mota Lava Airport,-13.666,167.712
IVA,Ambanja,Madagascar,Ambanja Airport,-13.65,48.467
CIP,Chipata,Zambia,Chipata Airport,-13.5583,32.5872
CUZ,Cuzco,Peru,Teniente Alejandro Velasco Astete Intl,-13.535722,-71.938781
MQH,Minacu,Brazil,Minacu Airport,-13.526944,-48.220556
AAU,Asau,Western Samoa,Asau Airport,-13.505,-172.627778
VOH,Vohemar,Madagascar,Vohimarina,-13.375834,50.002777
AUU,Aurukun Mission,Australia,Aurukun Airport,-13.3539,141.721
TOH,Torres,Vanuatu,Torres Airstrip,-13.328,166.638
NOS,Nossi-Be,Madagascar,Fascene,-13.312067,48.314822
VAL,Valenca,Brazil,Valenca Airport,-13.2965,-38.9924
VXC,Lichinga (Vila Cabral),Mozambique,Lichinga,-13.273986,35.266262
LAZ,Bom Jesus da Lapa,Brazil,Bom Jesus Da Lapa,-13.262086,-43.408114
MFU,Mfuwe,Zambia,Mfuwe,-13.258878,31.936581
WLS,Wallis Island,Wallis and Futuna Islands,Wallis,-13.238281,-176.199228
AMB,Ambilobe,Madagascar,Ambilobe,-13.188431,48.987978
AYP,Ayacucho,Peru,Coronel Fap Alfredo Mendivil Duarte,-13.154819,-74.204417
NLA,N'Dola,Zambia,Ndola,-12.998139,28.664944
POL,Pemba (Porto Amelia),Mozambique,Pemba,-12.986753,40.522492
SSA,Salvador,Brazil,Deputado Luis Eduardo Magalhaes,-12.910994,-38.331044
CDA,Cooinda,Australia,Cooinda,-12.9033,132.532
KIW,Kitwe,Zambia,Southdowns,-12.900469,28.149858
NOV,Huambo (Nova Lisboa),Angola,Huambo,-12.808878,15.760547
DZA,Dzaoudzi (Mamoudzou),Mayotte,Dzaoudzi Pamandzi,-12.804722,45.281113
IRG,Lockhart Rivers,Australia,Lockhart River Airport,-12.7869,143.305
BVH,Vilhena,Brazil,Vilhena,-12.694375,-60.098269
WEI,Weipa,Australia,Weipa,-12.678611,141.925278
JAB,Jabiru,Australia,Jabiru,-12.6571,132.893
PEM,Puerto Maldonado,Peru,Padre Aldamiz,-12.613611,-69.228611
BUG,Benguela,Angola,Benguela,-12.609025,13.403711
LEL,Lake Evella,Australia,Lake Evella Airport,-12.4989,135.806
RTA,Rotuma,Fiji,Rotuma Airport,-12.4825,177.071
DRW,Darwin,Australia,Darwin Intl,-12.4083333,130.87266
SVP,Kuito,Angola,Kuito,-12.404633,16.947414
RAM,Ramingining,Australia,Ramingining Airport,-12.3564,134.898
DIE,Antsiranana (Diego Suarez),Madagascar,Arrachart,-12.3494,49.291747
NWA,Moheli,Comoros,Bandaressalam,-12.298108,43.7664
GOV,Nhulunbuy,Australia,Gove Airport,-12.2694,136.818
CCK,Cocos Islands,Australia,Cocos Keeling Island Airport,-12.1883,96.8339
SLI,Solwezi,Zambia,Solwesi Airport,-12.1737,26.3651
AJN,Anjouan,Comoros,Ouani,-12.131667,44.430279
MGT,Millingimbi,Australia,Milingimbi Airport,-12.0944,134.894
BRA,Barreiras,Brazil,Barreiras Airport,-12.083333,-45
LIX,Likoma Island,Malawi,Likoma Island Airport,-12.083,34.733001
MNG,Maningrida,Australia,Maningrida Airport,-12.0561,134.234
LIM,Lima,Peru,Jorge Chavez Intl,-12.021889,-77.114319
ELC,Elcho Island,Australia,Elcho Island Airport,-12.0194,135.571
OPS,Sinop,Brazil,Sinop Airport,-11.885,-55.586
BRT,Bathurst Island,Australia,Bathurst Island Airport,-11.769167,130.619722
LUO,Luena (Luso),Angola,Luena,-11.768086,19.897672
GRP,Gurupi,Brazil,Gurupi Airport,-11.728889,-49.068889
YVA,Moroni,Comoros,Iconi Airport,-11.7108,43.2439
SXO,Sao Felix Araguai,Brazil,Sao Felix do Araguaia Airport,-11.6325,-50.689444
FBM,Lubumbashi,Zaire,Lubumbashi Intl,-11.591333,27.530889
RNL,Rennell Island,Solomon Islands,Rennell/Tingoa Airport,-11.5339,160.063
HAH,Moroni,Comoros,Prince Said Ibrahim,-11.533661,43.27185
ZZU,Mzuzu,Malawi,Mzuzu,-11.44475,34.011776
MZB,Mocimboa da Praia,Mozambique,Mocimboa Da Praia,-11.361789,40.354875
BNY,Bellona,Solomon Islands,Bellona,-11.302,159.8
PUR,Puerto Rico,Bolivia,Puerto Rico Airport,-11.1077,-67.5512
CIJ,Cobija,Bolivia,Heroes Del Acre,-11.040436,-68.782972
RIB,Riberalta,Bolivia,Capitán Av. Selin Zeitun Lopez Airport,-11,-66
AJU,Aracaju,Brazil,Santa Maria,-10.984,-37.070333
ABM,Cape York,Australia,Bamaga Injinoo,-10.950833,142.459444
JPR,Ji Parana,Brazil,Ji-Paraná Airport,-10.8708,-61.8465
NNB,Santa Ana,Solomon Islands,Santa Ana Airport,-10.848056,162.454167
GYA,Guayaramerin,Bolivia,Capitán de Av. Emilio Beltrán Airport,-10.8206,-65.3456
KWZ,Kolwezi,Zaire,Kolwezi,-10.765886,25.505714
PBN,Porto Amboim,Angola,Porto Amboim,-10.721956,13.765528
SCZ,Santa Cruz,Solomon Islands,Santa Cruz/Graciosa Bay/Luova Airport,-10.7203,165.795
PNB,Porto Nacional,Brazil,Porto Nacional,-10.719417,-48.399736
